League,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
2018-2019 NBA NBA Summer League Stats,Ike Iroegbu,SAC,5,55.4,11,4,15,.267,0,4,.000,3,7,.429,1,3,4,3,2,1,6,11
2018-2019 NBA NBA Summer League Stats,Mangok Mathiang,CHA,4,60.5,10,3,6,.500,0,1,.000,4,10,.400,4,9,13,2,3,3,2,5
2018-2019 NBA NBA Summer League Stats,Tyler Harris,LAC,4,25.0,10,5,14,.357,0,0,.000,0,2,.000,6,8,14,0,0,2,1,6
2018-2019 NBA NBA Summer League Stats,Paul Watson,NYK,5,60.0,10,3,12,.250,0,4,.000,4,6,.667,1,7,8,2,5,2,4,6
2018-2019 NBA NBA Summer League Stats,Stan Okoye,DEN,3,45.5,10,5,13,.385,0,3,.000,0,0,.000,2,4,6,2,2,0,0,6
2018-2019 NBA NBA Summer League Stats,Victor Sanders,DEN,2,39.9,10,5,14,.357,0,5,.000,0,1,.000,1,5,6,3,1,2,2,6
2018-2019 NBA NBA Summer League Stats,Chance Comanche,ORL,3,38.6,9,4,8,.500,0,0,.000,1,2,.500,7,10,17,0,0,1,3,3
2018-2019 NBA NBA Summer League Stats,Norbertas Giga,PHI,4,22.3,9,4,8,.500,0,0,.000,1,3,.333,5,2,7,2,3,0,1,6
2018-2019 NBA NBA Summer League Stats,Derrick Jones,MIA,1,7.5,9,4,4,1.000,1,1,1.000,0,2,.000,2,0,2,0,1,0,0,1
2018-2019 NBA NBA Summer League Stats,Elie Okobo,PHX,4,57.1,9,4,17,.235,1,6,.167,0,0,.000,0,8,8,14,1,0,6,8
2018-2019 NBA NBA Summer League Stats,Damian Jones,GSW,1,19.7,9,3,7,.429,0,0,.000,3,4,.750,2,1,3,0,0,1,0,2
2018-2019 NBA NBA Summer League Stats,Yusuf Sanon,WAS,4,62.2,9,3,11,.273,3,10,.300,0,0,.000,0,1,1,5,6,1,5,15
2018-2019 NBA NBA Summer League Stats,Jordan Bell,GSW,2,44.5,8,4,13,.308,0,0,.000,0,1,.000,2,14,16,7,5,5,7,8
2018-2019 NBA NBA Summer League Stats,Demarcus Holland,LAL,7,59.6,8,4,13,.308,0,3,.000,0,0,.000,6,7,13,3,1,0,3,6
2018-2019 NBA NBA Summer League Stats,Andrew White,MIN,4,22.3,8,2,9,.222,1,7,.143,3,4,.750,2,5,7,1,0,1,0,1
2018-2019 NBA NBA Summer League Stats,Luke Petrasek,CHA,3,24.8,8,3,5,.600,1,2,.500,1,3,.333,0,4,4,0,0,1,0,3
2018-2019 NBA NBA Summer League Stats,Thomas Wilder,UTA,2,38.1,8,3,13,.231,0,4,.000,2,2,1.000,1,2,3,6,0,0,1,3
2018-2019 NBA NBA Summer League Stats,Antonio Campbell,ORL,2,12.7,8,3,7,.429,1,4,.250,1,1,1.000,1,2,3,0,0,0,0,3
2018-2019 NBA NBA Summer League Stats,Jordan Howard,GSW,2,19.1,8,2,8,.250,2,5,.400,2,2,1.000,0,2,2,0,0,1,0,3
2018-2019 NBA NBA Summer League Stats,George Papagiannis,POR,6,42.9,8,3,13,.231,0,0,.000,2,2,1.000,2,7,9,2,2,3,6,10
2018-2019 NBA NBA Summer League Stats,Augusto Lima,TOR,3,38.5,8,2,8,.250,0,0,.000,4,4,1.000,3,4,7,1,0,2,6,9
2018-2019 NBA NBA Summer League Stats,Duop Reath,DAL,3,23.2,7,3,9,.333,0,2,.000,1,2,.500,3,7,10,1,0,3,1,4
2018-2019 NBA NBA Summer League Stats,Khadeen Carrington,DET,4,29.9,7,3,10,.300,0,2,.000,1,3,.333,3,7,10,2,2,0,2,0
2018-2019 NBA NBA Summer League Stats,Christian Watford,MEM,3,37.6,7,3,10,.300,1,7,.143,0,0,.000,3,8,11,1,1,1,0,6
2018-2019 NBA NBA Summer League Stats,Derek Willis,NOP,5,53.3,7,3,11,.273,1,6,.167,0,0,.000,1,12,13,3,0,0,4,3
2018-2019 NBA NBA Summer League Stats,Shawn Long,CHI,3,21.8,7,1,1,1.000,0,0,.000,5,7,.714,1,6,7,0,1,0,1,7
2018-2019 NBA NBA Summer League Stats,Luke Kornet,NYK,1,21.6,7,3,8,.375,1,3,.333,0,0,.000,0,2,2,2,0,0,0,1
2018-2019 NBA NBA Summer League Stats,Terry Henderson,CHA,4,27.3,7,2,9,.222,1,5,.200,2,2,1.000,2,3,5,1,1,0,0,4
2018-2019 NBA NBA Summer League Stats,Jaylen Barford,MIN,2,20.6,7,3,10,.300,0,3,.000,1,1,1.000,0,3,3,1,1,0,3,1
2018-2019 NBA NBA Summer League Stats,Billy Garrett,NYK,3,28.2,7,2,8,.250,0,2,.000,3,3,1.000,0,1,1,2,1,1,4,4
2018-2019 NBA NBA Summer League Stats,Tra-Deon Hollins,IND,4,33.5,6,3,9,.333,0,4,.000,0,0,.000,1,3,4,13,2,0,2,6
2018-2019 NBA NBA Summer League Stats,Jeff Roberson,GSW,3,29.6,6,2,8,.250,1,5,.200,1,2,.500,2,4,6,1,1,2,1,1
2018-2019 NBA NBA Summer League Stats,Nigel Hayes,SAC,3,31.0,6,2,5,.400,0,3,.000,2,2,1.000,3,4,7,2,0,0,3,1
2018-2019 NBA NBA Summer League Stats,Dwight Coleby,NOP,2,16.7,6,2,4,.500,0,0,.000,2,2,1.000,2,3,5,1,0,0,1,2
2018-2019 NBA NBA Summer League Stats,Tai Odiase,PHX,4,32.2,6,2,6,.333,0,0,.000,2,4,.500,3,2,5,2,0,0,0,3
2018-2019 NBA NBA Summer League Stats,Justin Harper,NYK,2,20.7,6,2,8,.250,2,4,.500,0,0,.000,1,3,4,1,0,0,0,2
2018-2019 NBA NBA Summer League Stats,Landry Shamet,PHI,1,12.1,6,2,5,.400,2,5,.400,0,0,.000,0,0,0,1,0,0,0,1
2018-2019 NBA NBA Summer League Stats,Hayden Dalton,DEN,1,18.4,6,2,7,.286,1,4,.250,1,1,1.000,1,4,5,0,1,0,3,1
2018-2019 NBA NBA Summer League Stats,Rahlir Hollis-Jefferson,PHX,3,24.6,6,3,7,.429,0,0,.000,0,0,.000,1,3,4,2,1,0,3,5
2018-2019 NBA NBA Summer League Stats,Andre Spight,DEN,1,9.3,6,2,4,.500,1,3,.333,1,1,1.000,0,0,0,2,0,0,2,3
2018-2019 NBA NBA Summer League Stats,Jordan Stevens,CLE,2,7.4,5,2,5,.400,1,2,.500,0,0,.000,0,1,1,3,1,0,1,1
2018-2019 NBA NBA Summer League Stats,Cody Demps,SAC,2,21.0,5,2,2,1.000,0,0,.000,1,1,1.000,0,3,3,0,1,1,2,3
2018-2019 NBA NBA Summer League Stats,"Sam Cassell, Jr.",WAS,3,16.5,5,2,10,.200,1,6,.167,0,0,.000,1,1,2,0,4,0,0,0
2018-2019 NBA NBA Summer League Stats,Jordan Green,SAS,1,19.8,5,2,4,.500,1,1,1.000,0,2,.000,0,4,4,0,0,0,1,2
2018-2019 NBA NBA Summer League Stats,Bryant Crawford,BRK,4,32.5,5,2,12,.167,1,6,.167,0,0,.000,1,6,7,3,2,0,4,4
2018-2019 NBA NBA Summer League Stats,Shannon Scott,CHA,4,57.9,4,2,6,.333,0,1,.000,0,0,.000,4,4,8,11,6,0,9,9
2018-2019 NBA NBA Summer League Stats,Doral Moore,WAS,5,20.8,4,2,2,1.000,0,0,.000,0,0,.000,2,2,4,0,0,5,1,2
2018-2019 NBA NBA Summer League Stats,Dennis Clifford,MIN,4,31.1,4,1,4,.250,0,0,.000,2,4,.500,4,5,9,1,1,1,2,3
2018-2019 NBA NBA Summer League Stats,Steph Branch,LAL,6,21.0,4,2,3,.667,0,0,.000,0,0,.000,1,6,7,2,0,0,2,3
2018-2019 NBA NBA Summer League Stats,Marcus Foster,SAC,3,43.1,4,2,12,.167,0,6,.000,0,0,.000,0,6,6,10,2,0,3,8
2018-2019 NBA NBA Summer League Stats,Robert Williams,BOS,1,6.8,4,2,4,.500,0,0,.000,0,0,.000,0,2,2,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Ajdin Penava,WAS,2,12.5,4,1,4,.250,0,1,.000,2,2,1.000,2,1,3,0,0,2,1,3
2018-2019 NBA NBA Summer League Stats,Tyler Nelson,MIN,3,13.6,4,1,2,.500,0,1,.000,2,2,1.000,0,2,2,1,1,0,2,2
2018-2019 NBA NBA Summer League Stats,Brandon Austin,SAC,1,14.2,4,1,3,.333,0,0,.000,2,3,.667,1,0,1,1,1,1,2,3
2018-2019 NBA NBA Summer League Stats,Speedy Smith,DET,6,81.5,4,0,14,.000,0,8,.000,4,6,.667,1,11,12,8,2,0,8,5
2018-2019 NBA NBA Summer League Stats,"Tommy Hamilton, Jr.",SAS,1,8.1,4,2,5,.400,0,2,.000,0,1,.000,1,0,1,0,0,0,1,0
2018-2019 NBA NBA Summer League Stats,Mike Scott,CHI,3,15.3,4,2,5,.400,0,2,.000,0,0,.000,0,0,0,2,0,0,4,0
2018-2019 NBA NBA Summer League Stats,Egor Koulechov,MIN,2,6.9,3,1,3,.333,1,3,.333,0,0,.000,0,2,2,0,2,0,1,0
2018-2019 NBA NBA Summer League Stats,Kris Jenkins,SAS,1,15.2,3,1,3,.333,1,3,.333,0,0,.000,0,1,1,1,1,0,3,0
2018-2019 NBA NBA Summer League Stats,Scottie Lindsey,DET,3,9.5,3,0,3,.000,0,2,.000,3,3,1.000,0,0,0,0,1,0,0,1
2018-2019 NBA NBA Summer League Stats,Jalen Ross,WAS,3,17.2,3,1,2,.500,1,1,1.000,0,1,.000,1,3,4,0,0,0,3,6
2018-2019 NBA NBA Summer League Stats,Abudurexiti Abudushalamu,GSW,2,11.4,2,1,4,.250,0,1,.000,0,0,.000,1,2,3,2,1,1,1,1
2018-2019 NBA NBA Summer League Stats,Peyton Aldridge,UTA,3,39.8,2,1,8,.125,0,6,.000,0,0,.000,4,5,9,0,1,0,1,1
2018-2019 NBA NBA Summer League Stats,Rob Gray,HOU,2,19.9,2,0,1,.000,0,1,.000,2,2,1.000,0,1,1,2,1,0,2,2
2018-2019 NBA NBA Summer League Stats,Kyle Washington,DET,2,7.2,2,1,3,.333,0,2,.000,0,0,.000,0,2,2,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Marvin Jones,NOP,2,19.2,2,1,1,1.000,0,0,.000,0,0,.000,1,3,4,1,0,0,2,5
2018-2019 NBA NBA Summer League Stats,MiKyle Mcintosh,POR,5,16.2,2,1,5,.200,0,0,.000,0,0,.000,2,2,4,0,0,0,0,2
2018-2019 NBA NBA Summer League Stats,Justin Leon,OKC,3,6.9,2,1,5,.200,0,2,.000,0,0,.000,0,2,2,0,1,0,0,1
2018-2019 NBA NBA Summer League Stats,Terry Larrier,DAL,2,15.0,2,1,3,.333,0,1,.000,0,0,.000,0,1,1,1,0,0,1,1
2018-2019 NBA NBA Summer League Stats,Malik Pope,LAL,5,10.6,2,0,4,.000,0,1,.000,2,2,1.000,0,3,3,0,1,0,1,1
2018-2019 NBA NBA Summer League Stats,Bogdan Bliznyuk,LAC,3,26.6,2,1,6,.167,0,1,.000,0,0,.000,0,3,3,1,1,0,1,3
2018-2019 NBA NBA Summer League Stats,Daniel Dixon,BOS,2,13.2,2,1,4,.250,0,2,.000,0,0,.000,0,1,1,1,0,0,1,1
2018-2019 NBA NBA Summer League Stats,Jamel Morris,DET,2,4.4,2,1,4,.250,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Dikembe Dixson,MIA,3,24.7,2,1,9,.111,0,5,.000,0,0,.000,1,4,5,0,0,1,1,1
2018-2019 NBA NBA Summer League Stats,Terry Larrier,DAL,3,17.2,2,1,6,.167,0,1,.000,0,0,.000,0,1,1,1,0,0,1,1
2018-2019 NBA NBA Summer League Stats,Dee Bost,MEM,2,16.0,1,0,0,.000,0,0,.000,1,2,.500,1,2,3,3,0,1,2,3
2018-2019 NBA NBA Summer League Stats,Donte DiVincenzo,MIL,2,27.4,1,0,8,.000,0,7,.000,1,2,.500,2,2,4,4,4,1,4,2
2018-2019 NBA NBA Summer League Stats,Craig Victor,MIL,2,4.9,1,0,1,.000,0,0,.000,1,2,.500,1,0,1,0,1,0,0,0
2018-2019 NBA NBA Summer League Stats,Nana Foulland,MIN,3,10.1,1,0,1,.000,0,0,.000,1,2,.500,1,0,1,0,1,0,0,1
2018-2019 NBA NBA Summer League Stats,Emmett Naar,PHX,2,10.1,0,0,0,.000,0,0,.000,0,0,.000,0,2,2,2,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Zach Thomas,UTA,1,7.5,0,0,2,.000,0,1,.000,0,0,.000,0,3,3,1,0,2,1,1
2018-2019 NBA NBA Summer League Stats,JeQuan Lewis,MIL,2,8.2,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,2,0,0,0,1
2018-2019 NBA NBA Summer League Stats,Michael Patrick Gbinije,NYK,2,24.1,0,0,3,.000,0,2,.000,0,0,.000,0,2,2,2,2,0,1,2
2018-2019 NBA NBA Summer League Stats,Michael Carrera,OKC,1,2.1,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,0,0,1,0,0
2018-2019 NBA NBA Summer League Stats,Tryggvi Hlinason,TOR,2,5.9,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Oleksandr Kobets,CHI,2,2.2,0,0,1,.000,0,0,.000,0,0,.000,1,0,1,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Langston Morris-Walker,POR,3,5.9,0,0,1,.000,0,1,.000,0,0,.000,0,1,1,0,1,0,1,0
2018-2019 NBA NBA Summer League Stats,E.C. Matthews,MEM,1,4.6,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Marcus Posley,DEN,1,11.3,0,0,4,.000,0,1,.000,0,0,.000,1,2,3,2,0,0,1,1
2018-2019 NBA NBA Summer League Stats,Suki Wiggs,CHI,2,2.2,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Roger Moute a Bidias,HOU,1,2.5,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Matt Mobley,UTA,1,6.4,0,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Anas Mahmoud,MEM,3,16.5,0,0,2,.000,0,0,.000,0,0,.000,0,0,0,0,0,2,1,1
2018-2019 NBA NBA Summer League Stats,Perry Jones,MIN,1,6.0,0,0,2,.000,0,2,.000,0,0,.000,0,0,0,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Andrew Rowsey,TOR,2,8.1,0,0,2,.000,0,0,.000,0,0,.000,0,0,0,1,0,0,1,0
2018-2019 NBA NBA Summer League Stats,Heng Yifeng,WAS,1,1.5,0,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,1,0
2018-2019 NBA NBA Summer League Stats,Awudu Abass,OKC,4,12.6,0,0,3,.000,0,1,.000,0,0,.000,1,2,3,0,0,0,1,2
2018-2019 NBA NBA Summer League Stats,Terry Larrier,DAL,1,2.3,0,0,3,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0
2018-2019 NBA NBA Summer League Stats,Brandon McCoy,MIL,2,13.8,0,0,2,.000,0,0,.000,0,2,.000,0,2,2,0,0,0,1,2
2018-2019 NBA NBA Summer League Stats,Philip Scrubb,WAS,4,51.3,0,0,14,.000,0,10,.000,0,1,.000,2,6,8,0,0,0,3,3
2019-2020 NBA NBA Summer League Stats,"Gary Trent, Jr.",POR,5,142.3,103,36,87,.414,17,46,.370,14,17,.824,3,29,32,13,7,0,7,10
2019-2020 NBA NBA Summer League Stats,Chris Clemons,HOU,5,137.5,101,31,80,.388,24,57,.421,15,19,.789,4,18,22,10,8,1,11,15
2019-2020 NBA NBA Summer League Stats,Tyler Harvey,MEM,7,169.2,98,36,86,.419,23,55,.418,3,4,.750,2,12,14,21,4,0,11,11
2019-2020 NBA NBA Summer League Stats,Nickeil Alexander-Walker,NOP,4,121.6,97,33,80,.413,13,32,.406,18,23,.783,3,16,19,24,11,3,16,13
2019-2020 NBA NBA Summer League Stats,Carsen Edwards,BOS,5,116.6,97,34,71,.479,21,45,.467,8,10,.800,3,16,19,7,5,1,7,11
2019-2020 NBA NBA Summer League Stats,Chris Boucher,TOR,4,123.6,92,26,53,.491,8,26,.308,32,42,.762,10,29,39,5,1,5,5,11
2019-2020 NBA NBA Summer League Stats,Kelan Martin,MIN,7,152.8,90,32,66,.485,14,35,.400,12,14,.857,6,40,46,7,6,1,5,17
2019-2020 NBA NBA Summer League Stats,Brandon Clarke,MEM,6,132.1,88,32,58,.552,5,9,.556,19,25,.760,18,41,59,12,2,11,6,9
2019-2020 NBA NBA Summer League Stats,Duncan Robinson,MIA,5,152.1,87,31,70,.443,16,46,.348,9,11,.818,1,27,28,14,7,3,9,13
2019-2020 NBA NBA Summer League Stats,Kendrick Nunn,MIA,4,118.3,84,34,62,.548,8,24,.333,8,8,1.000,6,14,20,25,6,1,10,15
2019-2020 NBA NBA Summer League Stats,Naz Reid,MIN,7,130.2,83,30,65,.462,8,21,.381,15,17,.882,14,24,38,14,2,5,15,12
2019-2020 NBA NBA Summer League Stats,Jarrett Allen,BRK,5,133.0,82,33,54,.611,0,7,.000,16,25,.640,19,34,53,8,4,11,15,6
2019-2020 NBA NBA Summer League Stats,Amile Jefferson,ORL,5,119.2,82,35,65,.538,0,0,.000,12,14,.857,14,34,48,5,8,2,5,10
2019-2020 NBA NBA Summer League Stats,Alize Johnson,IND,5,152.6,82,29,60,.483,3,15,.200,21,29,.724,18,30,48,10,7,0,10,11
2019-2020 NBA NBA Summer League Stats,Gerald Hannahs,MEM,7,128.7,82,27,62,.435,14,29,.483,14,16,.875,1,13,14,6,4,0,6,7
2019-2020 NBA NBA Summer League Stats,Antonius Cleveland,DAL,5,124.7,80,32,57,.561,4,13,.308,12,18,.667,11,13,24,9,12,5,7,16
2019-2020 NBA NBA Summer League Stats,Tyler Herro,MIA,4,118.5,79,25,60,.417,10,30,.333,19,20,.950,2,16,18,17,6,0,10,2
2019-2020 NBA NBA Summer League Stats,Mitchell Creek,MIN,7,179.9,78,25,39,.641,6,12,.500,22,24,.917,6,24,30,9,5,2,10,16
2019-2020 NBA NBA Summer League Stats,Coby White,CHI,5,154.0,75,28,83,.337,3,30,.100,16,22,.727,1,27,28,24,7,0,19,9
2019-2020 NBA NBA Summer League Stats,Brandon Goodwin,DEN,4,109.7,74,26,53,.491,7,23,.304,15,20,.750,0,6,6,22,5,0,12,9
2019-2020 NBA NBA Summer League Stats,Jock Landale,MIL,4,104.0,73,26,47,.553,8,18,.444,13,14,.929,9,19,28,5,3,2,6,13
2019-2020 NBA NBA Summer League Stats,Keita Bates-Diop,MIN,7,164.8,73,27,72,.375,12,35,.343,7,11,.636,3,31,34,9,5,2,11,16
2019-2020 NBA NBA Summer League Stats,Josh Gray,BRK,6,143.7,72,28,57,.491,5,11,.455,11,12,.917,3,23,26,21,8,2,10,15
2019-2020 NBA NBA Summer League Stats,Ignas Brazdeikis,NYK,4,115.7,72,27,49,.551,11,19,.579,7,10,.700,4,18,22,10,3,3,13,10
2019-2020 NBA NBA Summer League Stats,Bruno Caboclo,MEM,6,134.7,71,25,57,.439,9,32,.281,12,13,.923,13,27,40,5,6,10,11,18
2019-2020 NBA NBA Summer League Stats,Jordan Poole,GSW,4,115.5,71,24,60,.400,8,30,.267,15,19,.789,1,10,11,7,9,1,14,7
2019-2020 NBA NBA Summer League Stats,DeVaughn Akoon-Purcell,IND,5,146.3,70,25,67,.373,6,22,.273,14,19,.737,13,17,30,8,7,0,10,10
2019-2020 NBA NBA Summer League Stats,Daniel Gafford,CHI,5,124.6,69,28,41,.683,0,0,.000,13,20,.650,13,26,39,3,3,14,5,21
2019-2020 NBA NBA Summer League Stats,Jordan McLaughlin,MIN,7,182.3,69,24,65,.369,9,29,.310,12,15,.800,6,21,27,35,10,2,14,11
2019-2020 NBA NBA Summer League Stats,Dzanan Musa,BRK,6,129.5,69,21,63,.333,9,28,.321,18,23,.783,4,26,30,16,4,1,7,10
2019-2020 NBA NBA Summer League Stats,Keenan Evans,MEM,7,157.4,68,23,64,.359,5,15,.333,17,23,.739,1,22,23,30,5,1,13,10
2019-2020 NBA NBA Summer League Stats,Mfiondu Kabengele,LAC,4,103.8,68,22,54,.407,7,16,.438,17,22,.773,12,19,31,2,1,6,4,19
2019-2020 NBA NBA Summer League Stats,R.J. Barrett,NYK,4,117.0,67,22,59,.373,6,21,.286,17,26,.654,1,37,38,20,3,4,12,8
2019-2020 NBA NBA Summer League Stats,Matt Costello,DET,5,103.1,67,25,44,.568,3,10,.300,14,19,.737,12,27,39,4,1,5,9,26
2019-2020 NBA NBA Summer League Stats,Naz Long,CLE,4,107.0,67,19,44,.432,8,16,.500,21,26,.808,4,16,20,22,2,1,15,8
2019-2020 NBA NBA Summer League Stats,Kyle Guy,SAC,4,122.3,67,23,61,.377,9,30,.300,12,14,.857,2,9,11,13,6,1,5,6
2019-2020 NBA NBA Summer League Stats,Kevin Knox,NYK,4,116.2,67,17,46,.370,8,23,.348,25,36,.694,3,17,20,10,5,2,13,7
2019-2020 NBA NBA Summer League Stats,Khyri Thomas,DET,5,140.3,67,26,72,.361,13,34,.382,2,2,1.000,3,16,19,11,9,0,10,11
2019-2020 NBA NBA Summer League Stats,Aaron Holiday,IND,3,105.0,67,21,69,.304,7,26,.269,18,24,.750,3,5,8,12,1,3,10,11
2019-2020 NBA NBA Summer League Stats,"Bonzie Colson, Jr.",MIL,5,112.4,66,21,47,.447,6,20,.300,18,25,.720,7,19,26,5,4,2,10,11
2019-2020 NBA NBA Summer League Stats,DaQuan Jeffries,ORL,5,138.3,66,22,52,.423,12,22,.545,10,14,.714,4,11,15,10,7,5,10,19
2019-2020 NBA NBA Summer League Stats,Anfernee Simons,POR,3,79.1,66,24,43,.558,11,17,.647,7,7,1.000,3,10,13,5,3,0,12,3
2019-2020 NBA NBA Summer League Stats,Grant Williams,BOS,5,120.7,65,21,45,.467,7,19,.368,16,21,.762,11,19,30,9,5,3,7,17
2019-2020 NBA NBA Summer League Stats,Jaxson Hayes,NOP,4,97.4,65,27,43,.628,1,1,1.000,10,18,.556,14,15,29,1,1,5,1,21
2019-2020 NBA NBA Summer League Stats,Jacob Evans,GSW,4,122.8,65,25,57,.439,3,10,.300,12,12,1.000,3,20,23,19,3,4,13,7
2019-2020 NBA NBA Summer League Stats,Dewan Hernandez,TOR,5,117.7,64,24,58,.414,1,9,.111,15,22,.682,12,23,35,9,2,4,5,10
2019-2020 NBA NBA Summer League Stats,Jordan Caroline,LAL,4,83.3,64,17,34,.500,8,14,.571,22,26,.846,7,7,14,5,2,0,4,17
2019-2020 NBA NBA Summer League Stats,Josh Reaves,DAL,5,117.4,63,20,52,.385,8,25,.320,15,19,.789,3,21,24,12,6,4,8,17
2019-2020 NBA NBA Summer League Stats,Daryl Macon,DAL,5,135.1,63,20,49,.408,9,23,.391,14,21,.667,0,4,4,20,3,2,16,13
2019-2020 NBA NBA Summer League Stats,Jordan Murphy,MIN,7,98.3,62,19,47,.404,2,9,.222,22,34,.647,12,22,34,5,4,4,9,17
2019-2020 NBA NBA Summer League Stats,Zhaire Smith,PHI,5,130.1,62,24,50,.480,5,16,.313,9,15,.600,5,10,15,13,7,1,12,19
2019-2020 NBA NBA Summer League Stats,Mitchell Robinson,NYK,4,104.1,61,26,30,.867,0,0,.000,9,16,.563,11,32,43,1,1,13,7,21
2019-2020 NBA NBA Summer League Stats,Kevin Hervey,OKC,4,105.4,61,21,50,.420,8,25,.320,11,15,.733,13,28,41,9,5,6,7,6
2019-2020 NBA NBA Summer League Stats,Amir Coffey,LAC,4,113.5,61,21,48,.438,7,17,.412,12,18,.667,5,18,23,12,2,1,5,4
2019-2020 NBA NBA Summer League Stats,Cameron Payne,DAL,3,86.6,60,19,37,.514,11,24,.458,11,13,.846,2,13,15,12,8,1,8,7
2019-2020 NBA NBA Summer League Stats,Lonnie Walker,SAS,2,54.5,60,23,40,.575,3,7,.429,11,12,.917,1,7,8,2,3,2,4,7
2019-2020 NBA NBA Summer League Stats,Dwayne Bacon,CHA,4,97.9,60,20,51,.392,4,17,.235,16,18,.889,1,8,9,7,1,1,7,8
2019-2020 NBA NBA Summer League Stats,Tony Bradley,UTA,3,78.1,59,24,43,.558,1,3,.333,10,14,.714,16,18,34,8,3,3,8,12
2019-2020 NBA NBA Summer League Stats,Devontae Cacok,LAL,5,115.4,59,28,45,.622,0,0,.000,3,8,.375,20,25,45,6,10,1,12,30
2019-2020 NBA NBA Summer League Stats,P.J. Dozier,PHI,5,114.3,59,22,58,.379,10,25,.400,5,10,.500,7,16,23,20,7,0,17,10
2019-2020 NBA NBA Summer League Stats,Hamidou Diallo,OKC,4,110.3,59,24,56,.429,2,13,.154,9,19,.474,4,13,17,5,6,3,8,9
2019-2020 NBA NBA Summer League Stats,Jordan Sibert,ATL,4,96.4,59,15,50,.300,14,36,.389,15,15,1.000,2,6,8,9,3,0,6,12
2019-2020 NBA NBA Summer League Stats,Grayson Allen,MEM,6,135.9,59,21,61,.344,2,24,.083,15,19,.789,0,19,19,13,3,3,10,19
2019-2020 NBA NBA Summer League Stats,Jarrod Uthoff,DET,5,104.9,58,22,42,.524,9,23,.391,5,7,.714,6,13,19,10,7,5,5,4
2019-2020 NBA NBA Summer League Stats,Matisse Thybulle,PHI,5,130.7,58,18,42,.429,11,28,.393,11,12,.917,3,16,19,10,10,6,12,12
2019-2020 NBA NBA Summer League Stats,Yante Maten,MIA,5,124.3,58,22,47,.468,0,4,.000,14,21,.667,13,25,38,7,2,6,14,23
2019-2020 NBA NBA Summer League Stats,Rui Hachimura,WAS,3,94.9,58,21,42,.500,2,6,.333,14,16,.875,7,14,21,2,1,5,8,10
2019-2020 NBA NBA Summer League Stats,Marial Shayok,PHI,4,83.1,58,23,50,.460,8,20,.400,4,7,.571,0,17,17,11,2,0,11,6
2019-2020 NBA NBA Summer League Stats,Elijah Bryant,MIL,4,93.1,57,18,34,.529,6,12,.500,15,18,.833,5,11,16,13,2,1,6,14
2019-2020 NBA NBA Summer League Stats,Svi Mykhailiuk,DET,5,139.9,57,18,48,.375,11,34,.324,10,12,.833,2,13,15,21,5,1,15,13
2019-2020 NBA NBA Summer League Stats,Troy Caupain,WAS,5,112.8,56,24,53,.453,5,17,.294,3,4,.750,2,17,19,22,3,1,8,3
2019-2020 NBA NBA Summer League Stats,Rodions Kurucs,BRK,6,146.8,56,22,48,.458,6,18,.333,6,12,.500,3,29,32,14,10,5,16,20
2019-2020 NBA NBA Summer League Stats,"James Palmer, Jr.",PHX,4,107.0,56,17,39,.436,7,20,.350,15,18,.833,1,13,14,7,6,2,6,14
2019-2020 NBA NBA Summer League Stats,"Barry Brown, Jr.",MIN,7,115.8,56,20,50,.400,9,18,.500,7,12,.583,1,15,16,9,7,1,6,17
2019-2020 NBA NBA Summer League Stats,Tremont Waters,BOS,5,121.7,56,22,58,.379,5,28,.179,7,11,.636,1,8,9,24,10,0,14,17
2019-2020 NBA NBA Summer League Stats,Malik Newman,CLE,4,84.3,56,18,41,.439,8,18,.444,12,16,.750,0,9,9,7,3,0,7,6
2019-2020 NBA NBA Summer League Stats,Terence Davis,TOR,3,84.4,55,22,44,.500,10,24,.417,1,2,.500,2,16,18,15,4,3,5,12
2019-2020 NBA NBA Summer League Stats,Jordan Loyd,TOR,4,111.3,55,17,55,.309,7,20,.350,14,14,1.000,4,11,15,22,13,0,12,17
